time,accel_x,accel_y,accel_z,temperature
0.0,0.04967141530112327,-0.11140813582330876,0.11748140575856919,25.160917595011384
0.010001666944490749,0.03641434794648565,0.04985566162359725,-0.12522108657426761,24.621889534825517
0.020003333888981498,0.16505206645185347,0.1306885965642881,0.09158572722539711,25.37081445946458
0.030005000833472247,0.3022327289219443,0.2800440573817417,0.17992548829962607,24.742522316644266
0.040006667777962995,0.1755690350286959,0.42040454645950404,0.2425044148123848,25.42504608593953
0.050008334722453744,0.223839743868964,0.6285880360244345,0.31198459723393457,24.925776249018018
0.06001000166694449,0.4524676665711544,0.6109717544039435,0.4033633423264946,24.21486936205867
0.07001166861143523,0.4174199759266686,0.5770301651357546,0.38176260674927726,24.596742765422203
0.08001333555592599,0.33851423976237954,0.9355732494788247,0.3854030254120408,24.885298018800157
0.09001500250041675,0.4829811098749391,0.8165364688128179,0.4116947191689395,25.79715040339626
0.10001666944490749,0.42395421732055616,0.9650591519367343,0.4144090330887673,25.576173760423625
0.11001833638939823,0.4634372302967495,1.0776496325194787,0.56991953313437,25.950073744754132
0.12002000333388899,0.5719072037094759,1.10584981056406,0.4343683923056357,25.977496284573082
0.13002167027837974,0.39192143752243824,1.2385578735568923,0.5836819071574588,24.89583296170831
0.14002333722287047,0.4439935777947964,1.2102657182335765,0.4930160363557144,25.081488176234952
0.15002500416736123,0.5910587101740342,1.099139256009243,0.42335420562119713,24.982607946163693
0.16002667111185198,0.5742510537688118,1.4155071940070554,0.5141828705015711,24.865001473710077
0.17002833805634274,0.7325386884311108,1.218831108976487,0.3493231378057776,24.29251036154777
0.1800300050008335,0.6331234382637335,1.1757610396589573,0.44895482645764817,25.218376375206436
0.19003167194532422,0.6026494094839322,1.2674144652744974,0.3634010727101756,24.595451040153982
0.20003333888981498,0.90746185816032,1.1660963417293513,0.23409066308245444,25.233622090837297
0.21003500583430573,0.7523326392142137,1.1410710766853127,0.29354755325698956,26.32105773015708
0.22003667277879646,0.7926171415914859,1.3005865412614361,0.23850698854166935,25.020953677924524
0.23003833972328722,0.6512410731789653,0.9647407553861259,0.239863562332578,25.38545624473877
0.24004000666777797,0.7439957119527412,0.8925513243218453,0.15903192292911084,25.75382507439205
0.2500416736122687,0.8110922315462782,0.8598526514193506,0.04886555905629273,25.45306629981738
0.2600433405567595,0.6833083162683848,0.8716826348627763,-0.17569587204593895,25.471570162462108
0.2700450075012502,0.8312331767153058,0.5234255868249265,0.12023986904950304,25.156521418626177
0.28004667444574094,0.7257219360156831,0.3810861829888306,-0.3246965359233408,25.23416487776215
0.2900483413902317,0.7456366889433687,0.41736412987957805,-0.14621664272324172,24.882466007911965
0.30005000833472245,0.7005968368679565,0.20689015673731687,-0.2510183889611636,25.797846862647557
0.31005167527921323,0.9289533482352581,0.21871836531546188,-0.45992440346811997,24.51641681673523
0.32005334222370396,0.7223977158096587,0.20005130166456397,-0.3979002671423289,25.885029811458406
0.3300550091681947,0.5951410013719883,-0.05200381254653752,-0.4302243498096473,24.709943670852283
0.3400566761126855,0.757564139655262,-0.21867099721592576,-0.32200676267751505,25.905387458923396
0.3500583430571762,0.5249568106531817,-0.1814393341158559,-0.5469724998853073,25.259449269753922
0.360060010001667,0.6371046353161987,-0.21283084298144989,-0.5174086392154532,24.832680667356808
0.3700616769461577,0.3869956210020463,-0.576639090651349,-0.7326445078969483,25.75050359606903
0.38006334389064844,0.41458693205575226,-0.42956003934287323,-0.3255119360970159,25.937459103369275
0.3900650108351392,0.529373484456694,-0.529751828896809,-0.5981137451726142,25.266238391650635
0.40006667777962995,0.5438036691861755,-0.6105437393438414,-0.44270754249818456,25.85776620559204
0.4100683447241207,0.4455081658159893,-0.6723058585479247,-0.4623713031380792,24.367082254014377
0.42007001166861146,0.3735296865188298,-0.6551028034819644,-0.4317281878570422,24.861469800761512
0.4300716786131022,0.31018702358530914,-0.9842918662300902,-0.303983190006215,26.180095249781992
0.4400733455575929,0.14630462651974602,-1.002680588836654,-0.17481122097835455,25.434157902240045
0.4500750125020837,0.17487054758935955,-1.111236557676712,-0.26836182481025617,24.62696606886867
0.46007667944657443,0.1525146857065528,-1.1158530536899702,-0.17494672670468925,25.22069779552456
0.4700783463910652,0.2552304197203785,-0.9993119806259693,-0.1507153372153656,25.120466287839893
0.48008001333555594,0.13422938365793613,-1.3134153809683093,-0.022104794259713845,25.511198306122427
0.49008168028004667,-0.126481366212646,-1.2808659063224885,-0.10844905630613963,25.42079286271423
0.5000833472245374,0.03198944811334261,-1.062281536115997,0.10806274140250283,25.707599463378784
0.5100850141690282,-0.089167121066826,-1.0925798393853723,0.17424651525352114,25.595341406402706
0.520086681113519,-0.16839104311069608,-1.2148737747711649,0.23312609341460303,26.321860010473603
0.5300883480580096,-0.08917361946191525,-1.0666330572965637,0.11856350170760055,25.86615528042966
0.5400900150025004,-0.09629017537904917,-1.0812350297308662,0.22453854177405155,25.894581561073036
0.5500916819469912,-0.15452383097878025,-0.9187092270099128,0.31830516788261104,26.26016280106444
0.5600933488914819,-0.3788576160281195,-1.005176459446223,0.205616673679158,25.49501158875895
0.5700950158359727,-0.3719767570341026,-0.8449637911225163,0.5451289109496777,25.070241741904542
0.5800966827804634,-0.35270239310199986,-0.6098122763247829,0.42126149956574344,26.316422434876454
0.5900983497249542,-0.331524243046849,-0.732929626656184,0.4810690795280589,25.79258680066399
0.6001000166694449,-0.5185522568241985,-0.6994940437512084,0.4180216320059816,25.8060415665005
0.6101016836139357,-0.528898808235341,-0.5376148541388056,0.3585751857936068,25.43137195756714
0.6201033505584265,-0.6586497633526165,-0.5464053707476861,0.43865072912928993,25.451250666498822
0.6301050175029171,-0.7031567930400177,-0.16657103193534012,0.5208919164794108,26.194650916355183
0.6401066844474079,-0.5354996949677466,-0.27925194419706545,0.5583604602131875,26.275198600606924
0.6501083513918987,-0.5119095701722005,-0.21380425404832812,0.4914965952209802,26.186332442280325
0.6601100183363894,-0.6829595100543265,-0.15767566088190593,0.48679116900592356,26.202420207171382
0.6701116852808802,-0.600962334007931,0.14867741642941107,0.3880848988986426,26.101941010404154
0.680113352225371,-0.6879404523089445,0.2383904101358525,0.43442710564959014,25.8946421627911
0.6901150191698616,-0.8085458009042134,0.213305806296534,0.4900296662896776,25.752612777864364
0.7001166861143524,-0.7248866952208164,0.4297204019609273,0.3637781153665759,26.45685318249922
0.7101183530588432,-0.6212106054395629,0.3269500279083538,0.32117910809329164,25.676185825263765
0.720120020003334,-0.7895252256278238,0.5977905899819661,0.21276255538100117,26.0593567874813
0.7301216869478246,-0.637303825464217,0.7209135119135817,-0.026711269373665997,25.483647071567603
0.7401233538923154,-1.0604345862406899,0.9367161942461719,-0.04256905508278264,25.567255466379248
0.7501250208368062,-0.7178095027401131,0.7724454831786753,0.044702051304615714,25.79004369505688
0.7601266877812969,-0.7896764378311807,0.7976932734583504,-0.06455016831704825,25.517331921788337
0.7701283547257877,-0.8235113753478904,0.903769119314315,-0.08114163243154918,26.32937084952329
0.7801300216702785,-0.7765309957394212,0.918618800101891,-0.017179269661873192,25.26753489302378
0.7901316886147691,-0.9734585375543143,1.2355619356406498,-0.16899798412548583,26.00223672924413
0.8001333555592599,-0.7826049950591145,1.2965969118512881,-0.16868146605810883,26.02990824431078
0.8101350225037507,-0.7078598188355384,1.2034539434722722,-0.3334233571723214,25.069248628964058
0.8201366894482414,-0.5757794277912769,1.3128599034719892,-0.46652506901632673,25.76509223981664
0.8301383563927321,-0.7525370629678434,1.2128518415080687,-0.4284157447017561,26.12437072811965
0.8401400233372229,-0.7559343061752519,1.188020429748448,-0.5332626045033688,26.22176241070172
0.8501416902817136,-0.6969704151117372,1.151670507084385,-0.3199731159574826,25.916082481089205
0.8601433572262044,-0.5244108098190766,1.1308564245713781,-0.4122725025066264,26.367477647344387
0.8701450241706952,-0.5498005339500616,0.9737201198720387,-0.44701850143185934,25.985132238173538
0.8801466911151858,-0.6000759675906527,1.1115105180768823,-0.37536032295844385,26.057332581686918
0.8901483580596766,-0.45803763299418226,1.0280019164051717,-0.6929737437972145,26.187007332989936
0.9001500250041674,-0.45991015195232454,1.044358175119871,-0.4164223279106286,26.53531257815794
0.9101516919486582,-0.3311529533447644,0.908350170005169,-0.5830714690357499,25.744543800436688
